"관광지명",관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자
"통명산",관광지,,전라남도 곡성군 삼기면 금계리 산 137-1,35.20404024,127.2592454,33,주차장,,,,,,2021-09-01,1500,10,"곡성 제1고봉···섬진강과 보성강 가르는 맹주 통명산. 지금은 곡성의 제1명산을 동악산으로 꼽는 데에 이견이 없지만 동악산은 곡성 제1고봉이 아니다. 곡성의 제1고봉은 통명산이다. 물론 높다고 명산이 되는 것은 아니다. 동악산은 곡성의 배후산이자 도림사계곡은 삼남 제일의 암반계류 라 일컬어질 정도로 유명하고 특히 이곳 봄 벚꽃은 상춘객들에게 큰 기쁨을 주고 있다. 통명산은 지리상으로도 중요한 위치를 점하고 있다. 통명산을 주산으로 하는 통명산~주부산~곤명산 산괴가 바로 섬진강과 보성강을 가르고 있기 때문이다. 통명산 정상에 서면 곡성의 산악이 크게 동악산 산괴, 통명산 산괴, 봉두산 산괴, 그리고 동쪽으로 섬진강 건너 지리산에서 뻗어내린 천마산 산줄기와 서쪽으로 화순군 경계에 모후산 북쪽 줄기인 차일봉~한동산 산줄기로 나뉘는 것을 가늠할 수 있다. 곡성의 지세를 보려면 당연히 통명산에 올라봐야 하는 것이다. 곡성이 배출한 명장 중 신숭겸(申崇兼)과 마천목(馬天牧)은 각각 고려 초와 조선 초에 주군이 나라의 기초를 다지는 데 크게 기여한 장군들로 모두 통명산자락에서 태어났다. 당연히 두 장군에 대한 전설적인 이야기들이 산자락에 널리 있기도 하다. 특히 신숭겸장군의 사당인 덕양서원(오곡면 덕산리)과 마천목 장군의 묘와 사당(석곡면)이 바로 통명산 자락에 있다. 마 장군은 조선 초 제2차 왕자의 난 때 방간이 박포와 같이 난을 일으키자 박포를 잡아베어 난을 평정했다. 위태로운 사직을 구한 공로로 그는 상장군이 되어 나주목사, 전라병사, 병조판서를 거쳐 판돈영부중추원사까지 지냈다.(신숭겸 장군 이야기는 봉두산과 참조). 통명산에는 명당이 많다는 소문이 자자하다. 또한 지명이 풍수적 해석으로 붙은 곳도 여럿 있다. 통명산 남쪽, 죽곡면 봉정리의 이름도 그런 예 중의 하나다. 주부산에서 성주봉을 거쳐 짧은 지능선이 장군봉과 천덕산 사이를 비집고 내려선 그 아래에 있는 이 마을은 포란비봉(抱卵飛峰) 형국으로 장자등을 봉황의 몸통으로, 천덕산과 통명산을 봉황의 날개로, 주부산 능선을 봉황의 머리로 그리고 마을 앞 큰 바위를 봉황의 알로 풀이한다. 봉황의 먹이인 대나무순과 서식처인 오동나무가 마을에 있었다고 하는데 이처럼 풍수적으로 맞아떨어지는 형국이 다른 곳에서는 찾기 쉽지 않다는 것이다. 광주에서 곡성읍내로 들어서려면 옥과를 지나 삼기에서 호남고속도로를 벗어난 다음 괴티재를 넘어서야 한다. 이 괴티재 오른쪽(남쪽)으로 금반리 벌판을 에워싸듯 버티고 선 봉우리가 바로 통명산이다.",061-360-8780,전라남도 곡성군청 산림과,2023-08-01
"조태일시문학기념관",관광지,전라남도 곡성군 죽곡면 태안로 622-38,전라남도 곡성군 죽곡면 원달리 799,35.13351552,127.3685909,5859,주차장,,,,,,2003-06-01,200,9,"조태일 시인(1941~1999년)은 곡성 태안사에서 대처승의 아들로 태어났으며, 1964년 경향신문 신춘문예에 ‘아침선박’의 당선으로 문단에 등단하였다.이후 1969년 시전문지 ‘시인’을 창간하였고, ‘식칼론’을 비롯하여 여덟권의 시집을 간행하였다.시문학기념관과 시집전시관은 문단에 길이 남을 민족시인 조태일의 문학세계를 기리고, 예비 문학도들의 창작 공간 마련을 위하여 2003년도에 건립 되었으며, 태안사를 찾는 관광객은 물론 전국의 많은 문학인들이 이곳을 찾고 있다.「조태일 시문학 기념관」은 조태일 시인의 유품과 작품, 시인을 기리는 문학 작품 등 2,000여점이 전시되어 있으며, 「시집전시관」은 우리나라 최초의 근대시집인 최남선의 ‘백팔번뇌’, 최초의 번역시집 ‘오뇌의 무도’ 등 희귀본에서 최근 작품까지 3,000여점의 시집이 전시되어 있다.소박미가 넘치는 시문학관 건물은 시인 이윤하(건축사사무소 노둣돌 대표)의 설계로 지어져, 제1회 대한민국 목조건축 대전에서 본상을 수상했다.어쩌면, 조태일 시문학관 그 자체가 조태일을 표현하는 한편의 시다.",061-362-5868,전라남도 곡성군청 문화체육과,2023-08-01
"섬진강문화학교 독도사진전시관",관광지,전라남도 곡성군 죽곡면 태안로 793,전라남도 곡성군 죽곡면 동계리 269,35.14820762,127.3603367,9529,주차장,,,,,,2007-07-01,150,10,"이 전시관은 우리나라의 중견사진 작가이자 한국비경 촬영단장인 김종권작가가 평생동안 촬영한 우리나라의 산과 들 바다, 홀로 섬 독도 등 수많은 사진들이 전시되어 있으며 특히 이곳을 방문 시 사진에 대한 배경과 촬영 기법 등 작가의 해설이 더하여 우리가 직접 가 보지 못한 곳에 대한 간접적인 체험과 문화적인 공감대를 느낄 수 있는 좋은 문화공간으로 활용되고 있다.김종권 작가는 사진가들이 도저히 접근하기 힘든 독도와 백두산을 비롯한, 우리나라 금수강산 이곳저곳에 감춰져 있는 아름다움의 진수를 찾아내어, 세상에 알려온비경 사진작가로 유명하다.잠시 곡성에 내려와 작품 활동을 하다가, 곡성의 인심과 고향의 이미지를 간직한 풍광에 이끌려 아예 눌러앉게 되면서 태안사 가는 길목 폐교에 캠핑을 비롯한 각종 체험활동을 할 수 있는 섬진강문화학교와 사진박물관을 개설하였다.섬진강문화학교에서는 캠핑장을 제공하고, 각종 어린이체험교실을 진행한다. 교실을 개조한 각각의 전시공간에는, 곡성의 아름다움을 담은 풍경사진, 남도의 각종풍경과 생태사진, 희귀한 독도사진, 백두산 사진, 우리나라의 숨은 비경을 담은 사진 등 천여 점의 사진이 전시되어 있다. 이곳을 둘러보는 것으로 곡성으로부터 시작하여 독도와 백두산 그리고 설악산을 비롯한 우리나라 곳곳의 비경들을 한군데서 만나볼 수 있다.2km 거리에 태안사와 봉두산, 삼산, 섬진강, 보성강이 있어 산책 및 등산 코스로 최적이며 특히, 사진에 관심있는 분들에게 촬영기법 소개 및 사진 여행코스 안내를 받을 수 있다.",061-362-0313,전라남도 곡성군청 관광과,2023-08-01
"시사교육박물관 김갑진 갤러리",관광지,전라남도 곡성군 목사동면 대곡당산길 1,전라남도 곡성군 목사동면 대곡리 1041-2,35.11000012,127.262542,6727,주차장+무선 인터넷+화장실,,,,,,2012-07-01,90,20,옛 기룡초등학교의 폐교를 활용하여 박물관으로 재탄생 시킨 공간으로 현대사의 기록물과 시사정보 관련 상품 및 캐릭터 등 수많은 자료가 소장되어 있다.,061-362-9004,전라남도 곡성군청 문화체육과,2023-08-01
"아산조방원미술관",관광지,전라남도 곡성군 옥과면 미술관로 288,전라남도 곡성군 옥과면 옥과리 산1-3,35.29706668,127.1226056,14090,주차장+화장실,,,,,,2018-06-01,150,12,"아산 조방원 화백(雅山 趙邦元 畵伯, 1922년 전남 무안출생)이 자신의 노후 작품 활동을 정리하고 제자들을 육성할 수 있는 공간을 마련키 위해 평생 모아온 미술품 6천 7백여점과 부지 4천 2백여평을 전라남도에 기증함으로써 지난 88년부터 공사가 시작되어 96년 완공된 전라남도 옥과 미술관은 옥과면 옥과리에 소재하여 4천 2백여평의 부지에 2층으로 3백여평 규모의 전시관을 구비한 현대식 미술관이다. 아산 조방원 미술관을 가족과 함께 찾아 가려면 옥과면 소재지에서 죽림천을 따라 포장도로 10여분 차를 타고 가다 보면 지동마을이 나오고 다시 왼편으로 조금 더 가다 보면 검정 기와 지붕에 빨간 벽돌로 지어진 옥과미술관과 숲속에 은근히 성륜사가 나타난다. 아산 조방원 미술관 1층 전시실에는 남도 중진 및 중견작가 작품 등, 동·서양화 40여점이 전시되어 있으며 2층에는 아산 조방원 선생이 기증한 소치 허련 선생의 사군자, 모란, 추사 김정희 선생의 서간문, 퇴계 이황 선생의 詩 그리고 아산 조방원 선생의 작품 歸路 , 田家 등이 전시되어 가족 방문객과 미술 관람객들의 발길이 계속되고 있으며 전남 미술의 진수를 한눈에 느낄 수 있고 전남 예술인들의 창작 의욕을 불러 일으키는 전당이 되고 있다.",061-363-7278,전라남도 곡성군청 문화체육과,2023-08-01
"곡성생태체험관",관광지,전라남도 곡성군 옥과면 월파로 295,전라남도 곡성군 옥과면 합강리 499-1,35.31719414,127.1699834,314,주차장+화장실+운동기구,,,,,,2002-06-01,100,15,"맑고 푸른 섬진강변의 수려한 자연경관을 배경으로 한 현장 체험 위주의 전인 교육장으로 환경과 자연생태의 중요성을 직접 체험하게 하여 그 소중함을 일깨우고 나아가 자연 환경보존을 실천하도록 하는데 목적이 있다.오랜 동안의 연구와 경험을 바탕으로 한 프로그램 운영으로 우리의 소중한 아이들이 즐겁게 뛰놀며 체험할 수 있고, 어른들의 지난 시절을 아름답게 추억할 수 있는 공간이다. 또한 초가집에서 잠을 자고 뛰어 놀 수 있는 놀이 마당과 창포머리감기, 고구마 구워먹기, 캠프파이어 등 방학기간 중 운영되는 환경캠프에도 많은 체험자가 참여하는 등 인기가 대단하다. 수려한 풍광을 자랑하는 곡성 옥과 설산자락, 폐교된 옛 옥수초등학교 부지에 자리 잡은 곡성생태체험관은 징검다리, 야생화 화단이 갖춰져 있어 청정 그대로의 자연과 접할 수 있다. 그리고 맘껏 뛰어놀 수 있는 널찍한 잔디 운동장과 야외무대도 마음을 사로잡는다.아련한 추억을 떠올리게 하는 옛날 초등학교 교실들은 각각 그릇을 직접 구어서 빚어볼 수 있는 도예체험관, 야생초나 야생화를 이용하여 옷감에 물을 들이는 천연염색체험관, 볏짚으로 각종 공예품을 만들어보는 짚풀 공예관 등으로 구성되어 있다. 그래서 어린이뿐만 아니라 어른들에게도 타임머신을 타고 동심의 세계로 돌아가게 해주는 곳이 곡성생태체험관이다. 가족단위 프로그램 참가신청도 가능하다.특히 방학기간에는 환경캠프를 운영 하는데, 생태체험관 기본 프로그램외에도 창포머리감기나, 고구마 구워먹기, 캠프파이어 등을 즐기며 자연과 보다 진한 교감을 맛보고 귀중한 추억도 만들 수 있다. 아울러, 함께 있는 합강투어텔에서는 숙박과 식사를 동시에 해결할 수 있어 매우 편리하다.",061-363-2999,전라남도 곡성군청 환경축산과,2023-08-01
"심청효문화센터",관광지,전라남도 곡성군 오산면 오산로 254-4,전라남도 곡성군 오산면 선세리 702,35.20836622,127.1288481,2151,주차장,,,,,,2018-08-01,200,25,"곡성에서는 심청의 본고장이라는 자부심으로 만행의 근본이라 일컬어지는 효(孝) 정신을 널리 전파하기 위해서 매년 심청축제를 여는 등 다양한 노력을 기울이고 있다. ’효’는 이제 곡성을 상징하는 대표 키워드나 다름없다.따라서, 곡성에는 심청이 들어가는 명칭이 많은데, 그중 하나가 심청효문화센터다. 심청효문화센터는 곡성스러운 청정하고 조용한 분위기가 물씬 풍기는 시골마을 한켠에 자리 잡고 있다. 곡성 심청의 근원지인 관음사와 연계하여 심청의 효문화를 새롭게 조명하고 현대적인 효의 위상과 의미를 재정립하여 그 중요성을 인식하게 할 수 있는 교육의 장으로 활용하고자 체험공간과 숙소동을 갖추고 운영하고 있다. 한꺼번에 100여명을 수용할 수 있는 숙박시설과, 세미나실과 잔디 운동장, 야외취사장, 음향설비 등을 갖추고 있어 학생들의 현장학습, 기업연수, 대학생 M/T장소로 활용되고 있다. 아울러 심청의 효 문화를 알리기 위한 전시실과 더불어 ’효’ 체험 프로그램을 운영하고 있어, 가족단위의 발걸음도 꾸준히 이어진다.또한 인근에 조성된 심청공원도 꼭 들러볼 만한 곳이다. 이곳엔 심청전의 배역 인물을 묘사하는 장승 23기가 세워져 있다.",061-363-4041,전라남도 곡성군청 문화체육과,2023-08-01
"심청골짝나라학교",관광지,전라남도 곡성군 석곡면 방주마천목길 107,전라남도 곡성군 석곡면 방송리 590-1,35.17183675,127.2580116,11391,주차장,,,,,,2021-09-01,140,7,"전라남도교육청 대안학교 위탁교육기관인 심청골짝나라학교는 학교 부적응 학생이나 폭력 등의 문제를 일으킨 아이들에게 퇴학이나 전학 조치가 취해지던 예전과는 달리 아이들은 위탁 교육기관에서 일정 기간의 교육을 받은 후 원적학교로 복귀하게 됩니다.  심청골짝나라학교는 이러한 아이들을 무료 대안교육 하는 기관입니다. 비영리단체로 운영되며 학교 운영에 필요한 비용은 체험학습이나 수련활동, 수익사업,  교직원 연수 등 프로그램을 제공한 수익금으로 충당합니다.  이곳의 교사들 역시 변화하는 아이들을 지켜보는 기쁨만으로 7년째 봉사하고 있습니다. 진정한 ’대안교육’을 꿈꾸는 사람들이 모인 학교입니다. 현재 다양한 교육프로그램을 제공하고 있습니다.",061-363-4224,전라남도 곡성군청 관광과,2023-08-01
"심청한옥마을",관광지,전라남도 곡성군 오곡면 심청로 178,전라남도 곡성군 오곡면 송정리 274,35.23063008,127.3575205,147603,주차장+무선 인터넷+화장실,,,,,,2006-06-01,100,10,"곡성군은 심청전의 원류 관음사연기설화가 있는 심청의 고장이다.KBS 역사스페셜 [역사추적 심청의 바닷길] 을 통해서 소개된 바와 같이 관음사 연기설화는 1700년전 장님 아버지를 둔 곡성의 효녀가 중국으로 건너가 진나라 황제의 황후가 되었는데, 아버지를 그리워하며 관음상을 만들어 고국으로 보내고, 아버지는 딸과 헤어지는 것이 슬퍼 흘린 눈물때문에 눈이 밝아졌다고 하는 내용이다.추론하여, 서기 300년 곡성땅은 철의 주산지였으며, 고대국가 형성의 중요한 자원이였던 철을 확보하기 위해 섬진강을 따라 중국 상인과 무역선이 드나드는 과정에서 곡성의 효녀가 중국 양자강 어귀의 보타섬으로 건너가 귀인이 되었다는 내용이다. 이에 따라 곡성군이 심청의 고장으로 떠오르면서 곡성군은 심청이 실천했던 아름다운 우리의 전통문화 효 사상을 계승 발전시키고자 전통한옥으로 된 심청이야기 마을을 조성하게 되었다.즉 효녀 심청의 이야기가 있는 마을을 만든 것이다. 심청이야기마을은 기와집과 초가집이 들어서 있는 전통 마을이다. 그래서 이곳에는 실제로 심청이살고 있을 것 같은 느낌을 준다. 마을의 이름을 ‘심청이야기마을’이라 정한 이유도 그것이다. 심청이야기마을은 섬진강을 끼고 달리는 17번 국도에서 들어간다. 돌로만들어진 이정표를 보고 증기기관차가 다니는 철길을 건너 산으로 향하는 길을 쭉 따라가면, 심청전을 상징하는 조형물들과 더불어 심청이야기마을이 모습을 드러낸다. 심청이야기마을은 억지로 산을 깍아서 조성한 것이 아니라, 원래 있었던 송정마을의 집터와 가옥의 원형을 최대한 살렸기 때문에, 전혀 이질감이 느껴지지 않는다. 이곳을 다녀간 사람들은 이구동성으로 곤방산 자락 울창한 숲속으로 연결되는 산책로를 최고로 친다. 그 길을 따라가면 곤방산 정상까지도 1시간 이내면 올라갈 수 있고, 여름밤엔 청정지역에서만 서식하는 반디불이도 어렵지 않게 만날 수 있다. 굳이 숙박을 하지않더라도 누구든지 부담없이 찾아와 마을을 둘러보며 초가집 돌담길을 배경으로 멋진 인증샷을 찍거나 곤방산 숲길을 산책할 수 있다.",061-363-9910,전라남도 곡성군청 문화체육과,2023-08-01
"곡성청소년야영장",관광지,전라남도 곡성군 고달면 가정마을길 51,전라남도 곡성군 고달면 두가리 627-2,35.22777786,127.369723,1356,화장실+샤워실+주차장,,,,,,2004-06-01,300,300,"증기기관차 종착역인 가정역에 도착하면, 승객들은 으레 섬진강을 가로지르는 출렁다리를 건너가는데 그곳 섬진강변에 청소년 야영장이 자리 잡고 있다.청소년 야영장 설립 목적은 청소년들이 몸과 마음을 단련하고 호연지기를 기를 수 있도록 하는 종합 수련장 역할을 하는 것으로 수익성 보다는 공익을 우선으로 하는 리조트 시설이다.따라서 숙소와 식당, 강당 그리고 각종 체험 시설을 갖추고, 1박 2일 또는 2박 3일의 청소년 수련 프로그램 위주로 운영 된다. 그러나 가족을 비롯한 일반인에게도 야영장 시설을 제공한다. 우선 텐트 50동을 설치할 수 있는 야영장을 비롯하여 별도의 글램핑장이 마련되어 있고, 신청을 하면 가족단위 숙소도 이용할 수 있다. 뿐만 아니라 섬진강 레프팅, 섬진강 자전거 하이킹등 다양한 레져 활동도 지원한다. 참고로 청소년 야영장 옆에는 주야간에 천체를 관측할 수 있는 섬진강천문대를 운영하고 있다.",061-362-4186,전라남도 곡성군청 인구정책과,2023-08-01
"곡성기차마을전통시장",관광지,전라남도 곡성군 곡성읍 곡성로 856,전라남도 곡성군 곡성읍 읍내리 208,35.27976851,127.2984461,23342,주차장,,,,,,1975-06-01,1000,43,"곡성기차마을전통시장은 곡성의 대표적인 전통시장으로 2009년 현재의 자리로 옮긴 곡성장이 곡성기차마을전통시장으로 거듭나면서 곡성사람들은 물론 곡성 기차마을을 찾는 관광객들이 들려가는 필수 코스로 자리 잡고 있다. 애초에는 3일에 끝나는 날짜에 여는 10일 장이었다가, 19세기 중반부터 지금까지 매3일과 8일에 장이 서는 오일장으로 바뀌었다고 한다.고려말 이곳에 곡성읍이 들어설때부터 곡성장이 열렸을 것으로 추정하는데 지금까지 무려 600년을 이어온 대단한 전통을 가진 장인 셈이다. 600년 전통으로 이어 내려온 곡성장의 정취와 인심은 곡성기차마을전통시장에 고스란히 남아 있다. 지금도 곡성장에 가면 깊은 산중에서 나는 능이버섯, 송이버섯, 귀한 산나물과 약초를 쉽게 발견할 수 있다. 곡성의 특산물인 멜론, 토란같은 품질 좋은 농산물을 저렴한 가격으로 구입할 수 있다.",061-363-9002,전라남도 곡성군청 도시경제과,2023-08-01
"곡성기차마을 패러글라이딩체험",관광지,,전라남도 곡성군 오곡면 덕산리 123-6,35.26672854,127.3087391,2379,주차장+무선 인터넷+유아시설(놀이방)+화장실,,,,,,2017-06-01,20,20,섬진강 기찻길따라 떠나는 하늘여행 내안의 버킷리스트를 오늘 완성하세요세계대회를 개최할 수 있는 규모의 전국 최대의 패러글라이딩 체험장입니다.남녀노소 누구나 스릴 넘치는 긴장과 재미로 평생 이야기 할 수 있는 재미만 가져가세요~고객님께서 원하시는 체험을 선택 하시기만 하면 아주 멋지고 스릴넘치는 내안의 버킷리스트와 함께 소중한 추억을 담아 드리겠습니다.,061-363-6696,전라남도 곡성군청 관광과,2023-08-01
"섬진강 레일바이크",관광지,전라남도 곡성군 오곡면 섬진강로 1465 (가정역),전라남도 곡성군 오곡면 송정리 55-4,35.23015492,127.3682034,372,주차장,,,,,,2008-06-01,240,210,아름다운 섬진강을 품고 내려가는 색다른 경험을 온 가족이 함께 즐길수 있는 섬진강레일바이크는 구 전라선 철도를 이용하여 섬진강변을 따라 운행하고 있다. 2인승과 4인승이 있으며 섬진강과 국도 17호선을 따라 운행하며 아름다운 청정자연을 만끽할 수 있다.,061-362-7717,전라남도 곡성군청 관광과,2023-08-01
"곡성집라인",관광지,전라남도 곡성군 오곡면 섬진강로 1492,전라남도 곡성군 오곡면 송정리 60-2,35.23192974,127.3698908,686,주차장,,,,,,2018-10-01,20,5,공중 비행의 스릴감과 천혜의 자연 경관으로 유명한 섬진강변의 수려한 경치가 주는 경이로움을 모두 느낄 수 있는 곡성 집라인입니다.,061-362-0494,전라남도 곡성군청 관광과,2023-08-01
"대황강 출렁다리",관광지,,전라남도 곡성군 죽곡면 태평리 783,35.15035107,127.3286414,608,주차장,,,,,,2016-11-01,50,10,"대황강출렁다리는 대황강을 가로질러 죽곡면 태평리와 목사동면 구룡리를 연결하는 185m 길이의 인도교로 국내하천에 설치된 최장거리 다리이다.그동안 접근이 불편했던 강건너편 7km가량의 트레킹 코스가 출렁다리와 연결되면서 대황강의 빼어난 경관을 한 눈에 감상할 수 있고, 안전하면서도 사람이 지나가면 위아래로 30cm 가량 출렁이기 때문에 출렁다리를 건너는 스릴이 있어 이곳을 찾는 이들에게 즐거움을 안겨준다. 트레킹코스는 소나무숲길, 대나무 숲길, 삼나무숲길로 구성되어 있다.",061-360-8431,전라남도 곡성군청 관광과,2023-08-01
"반구정습지",관광지,,전라남도 곡성군 석곡면 봉전리 34-1,35.11550817,127.2453298,87656,주차장,,,,,,2021-09-01,1000,50,"대황강을 굽어보는 언덕 위에 서있는 ‘반구정’ 이라는 정자이름을 따서 대황강 만곡부에 형성된 습원을 반구정 습지로 부른다.김감선생은 문무를 두루 겸비한 조선 인조 때의 명신이었다. 병자호란이 일어나 인조임금이 남한산성으로 피신하자 선생은 두 아들과 함께 의병을 조직하여, 임금을 구출하고 오랑케를 물리치기 위해서 그곳으로 진격하지만, 인조임금의 항복소식을 접하고 비탄에 젖어 고향 석곡으로 내려와 은거한다. 선생은 강 언덕에 올라, 이곳의 빼어난 경치를 감상하는 것을 즐겼다.시를 짓고 노래하며 세상에 초연한 삶을 추구하였다. 그리고 그곳에 작고 소담한 정자 반구정을 앉혔다고 전한다. 애초에 김감선생이 지은 반구정은 주춧만 남아있을 뿐이라서, 지금 정자는 최근에 지어진 것이다.이곳에 제방이 들어서고, 주암댐으로 물길이 막히면서 반구정 습지의 많은 부분이 농경지로 개간되었고, 김감 선생의 시심을 불러일으키던 아름다운 옛 모습은 많이 훼손되었지만 반구정 습지는 아직도 온갖 종류의 조류들이 날아들고 무수한 동식물이 서식하는 생태계의 보고다. 반구정 습지는 산책 데크가 잘 갖추어져 있어, 도보 혹은 자전거를 타고 둘러볼 수 있다.",061-360-7410,전라남도 곡성군청 환경축산과,2023-08-01
"대황강자연휴식공원",관광지,,전라남도 곡성군 석곡면 석곡리 246-12,35.12890532,127.2559931,53388,주차장+화장실,,,,,,2021-09-01,1000,50,"석곡의 순 우리말 이름은 ’돌실’이다. 석곡주변 대황강에 멋진 바위들이 많아 유래된 이름이다. 석곡 소재지 인근 대황강 주변에 넓게 조성된 공원이 석곡 대황강 휴식공원 또는 돌실 대황강 휴식공원이다.특히 이곳에는 코스모스로 가득 채워져 있어 꽃이 피는 매년 9월말이면 코스모스 축제가 열리고, 광주, 순천 등 인근 도시에서 수많은 관광객들이 몰려와 공원과 강변을 가득채운 코스모스의 향연을 즐긴다.석곡의 돼지 숯불구이가 점점 유명해지면서, 이곳을 찾아오는 관광객들의 발걸음이 꾸준히 이어지고, 카누를 비롯한 수상 레포츠를 즐길 수 있는 시설도 잘 갖추어져 있다.대황강 휴식공원 산책로에서는 봄에는 벚꽃이 피고, 여름에는 백일홍이, 가을에는 코스모스가 핀다.",061-360-7420,전라남도 곡성군청 관광과,2023-08-01
"섬진강변 철쭉길",관광지,전라남도 곡성군 오곡면 섬진강로 2068,전라남도 곡성군 오곡면 오지리 12-1,35.26690786,127.3325028,1471,없음,,,,,,2021-09-01,1000,0,"섬진강변따라 만개하는 불타는듯 화려한 철쭉의 향연을 차, 자전거, 도보 그리고 섬진강레일바이크로 즐길 수 있다.봄이 무르익는 4월에서 5월 무렵이 환상의 드라이브 코스인 섬진강 17번 국도가 가장 아름다운 시기다. 그 무렵 이 길을 벚꽃과 철쭉으로 그리고 연두색 신록으로 화려하게 치장한다.섬진강변 예전 철길을 따라 빼곡하게 늘어선 철쭉이 병풍처럼 늘어서 있어서 드라이브하기에 안성맞춤이다.벚꽃이 지면 철쭉의 계절이 된다 . 연두색 신록이 새얼굴로 치장한듯 모든게 새로운 계절에 짙은 빨란물감이라도 뿌려놓은듯한 강력한 철쭉이 섬진강변을 따라 모두를 반겨주듯 꽉찬 배열로 연호하고 있다.",061-360-8792,전라남도 곡성군청 관광과,2023-08-01
"섬진강변 자전거하이킹",관광지,전라남도 곡성군 오곡면 기차마을로 232,전라남도 곡성군 오곡면 오지리 770-5,35.27753393,127.3082912,113345,주차장+화장실,,,,,,2021-09-01,1000,10,천혜의 자연경관을 가진 섬진강과 보성강변의 아름다운 도로와 경치좋은 산길(임도)를 따라 달려볼 수 있는 코스입니다.에코레일(Eco-Rail)자전거 열차를 통해 전국의 동호인들이 찾고 있습니다.,061-360-8419,전라남도 곡성군청 관광과,2023-08-01
"두계 농촌체험 휴양마을",관광지,전라남도 곡성군 고달면 두계길 126,전라남도 곡성군 고달면 두가리 494-1,35.24354627,127.3790396,957,주치장,,,,,,2021-09-01,50,5,"곡성 두계외갓집체험마을은 천마산에서 섬진강으로 8km에 이어지는 계곡이 있고, 외갓집 같은 포근함과 옛 정취가 물씬 풍기는 자연경관이 가득한 조용한 시골 마을입니다.곡성관광을 마치고 조용히 휴식과 휴양을 할 수 있는 한옥팬션이 준비되어 있으며 다양한 체험프로그램들이 있지만 연중 가능한 인절미 떡메치기와 시골두부만들기 체험이 있고 봄철에 식용 야생꽃을 이용하여 추억을 한 가득 담아갈 수 있는 토란화전만들기 체험이 있습니다. 그 밖에 단감따기, 고추따기 등 다양한 농사체험이 있습니다.",061-363-2011,전라남도 곡성군청 농촌지원과,2023-08-01
"봉조 농촌체험 휴양마을",관광지,전라남도 곡성군 오곡면 봉조길 114,전라남도 곡성군 오곡면 봉조리 15-1,35.21496518,127.3604656,2934,주차장+화장실+개수대,,,,,,2021-09-01,180,5,"즐겁고 보람있는 체험 활동이 가득한 봉조농촌체험학교섬진강의 맑은 기운과 지리산 따뜻한 숨결을 품은 산골 마을 봉조리 입구에는 오랜 시간동안 마을과 함께 한 작은 시골 초등학교가 있습니다.도시로 아이들이 떠나면서 비록 그 초등학교는 폐교가 되었지만, 이제 그 시골 학교는 봉조 마을 어르신들이 농촌 선생님이 되어 우리 아이들에게 시골의 넉넉함과 농촌의 풋풋한 생기를 함께 나누는 <봉조농촌체험학교>로 다시 태어났습니다.마을 주민들이 정성을 다해 관리하고 있는 아름다운 ‘봉조농촌체험학교’를 중심으로, 봉조리의 논과 밭에서 다양한 농촌 체험 활동을 비롯한 창의 체험 활동들을 초, 중, 고 학생과 함께 하고 있습니다.마음이 따뜻한 사람들의 마을 ‘봉조리’가 여러분을 두 팔 벌려 환영합니다",061-362-5268,전라남도 곡성군청 농촌지원과,2023-08-01
"상한 농촌체험 휴양마을",관광지,전라남도 곡성군 죽곡면 상한길 240,전라남도 곡성군 죽곡면 하한리 672-4,35.16105726,127.3987916,1309,주차장,,,,,,2021-09-01,100,5,"하늘처럼 깨끗한 산골마을인 하늘나리마을은 천혜자원인 해발 753고지 봉두산 아래에 위치하여 작은 골짜기를 사이로 맑은 물이 흐르고 골짜기를 따라 등산로가 있습니다.깊은 산속에는 고로쇠나무가 자생하여 이른 봄이면 고로쇠 수액을 채취하고 또한 집집마다 시골민박을 운영하고 있는 정겨운 산골마을입니다.마을에서 채취한 갖가지 산나물과 버섯을 활용한 시골밥상은 정겨운 시골의 옛맛을 그대로 느낄수 있으며, 마을주민 전체가 공동체를 이뤄 체험마을 활동에 참여하고 있습니다.",061-363-8546,전라남도 곡성군청 농촌지원과,2023-08-01
"무창 농촌체험 휴양마을",관광지,전라남도 곡성군 옥과면 금의길 59,전라남도 곡성군 옥과면 무창리 1164-16,35.28642041,127.1520961,653,화장실+주차장,,,,,,2021-09-01,50,7,무창마을은 전남 곡성군의 북서쪽에 위치한 전형적인 시골마을입니다.200여 농가가 모여있는 마을로 호남고속도로가 지나고 옥과 IC과 있어 광주와 인접해 교통이 편리한 농촌마을입니다.섬진강의 맑은 물과 깨끗한 공기와 더불어 점토질 량이 높아 기름지고 넓은 황등들을 중심으로 황등쌀과 사과.포도.송화버섯 수확체험이 가능한 체험마을입니다.,061-363-2011,전라남도 곡성군청 농촌지원과,2023-08-01
